MovieId,Box_office,Director,Country,imdbID,Poster,Metascore,Language,Writer,imdbVotes,Runtime,Response,Title,Genre,Type,Actors,Awards,imdbRating,Rated,Released,image_file,Musical,Family,Reality-TV,Western,Comedy,Mystery,Music,Fantasy,News,Adventure,Documentary,Crime,Horror,Romance,Sci-Fi,Sport,Animation,Biography,War,History,Action,Short,Thriller,Drama,2000,1990,2010,1980,NOT RATED,G,Not Rated,PASSED,UNRATED,TV-G,AO,N/A,TV-14,R,TV-MA,PG,X,PG-13,NC-17,M/PG,TV-PG
523,"14,640,147",Leonardo Pieraccioni,Italy,tt0392591,"https://m.media-amazon.com/images/M/MV5BMTQ4NTMzMTk4NV5BMl5BanBnXkFtZTgwNTU5MjE4MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,Italian,"Leonardo Pieraccioni (story), Giovanni Veronesi (story)",833,93 min,TRUE,Suddenly Paradise,Comedy,movie,"Leonardo Pieraccioni, Angie Cepeda, Alessandro Haber, Rocco Papaleo",3 nominations.,5.3,N/A,19-Dec-03,data/Movie_Poster_Dataset/2003/tt0392591.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
525,null,Jonathan Karsh,USA,tt0342804,"https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg",78,English,N/A,"1,563",83 min,TRUE,My Flesh and Blood,Documentary,movie,"Anthony Tom, Faith Tom, Joe Tom, Margaret Tom",6 wins & 4 nominations.,8.4,UNRATED,17-Jan-03,data/Movie_Poster_Dataset/2003/tt0342804.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,"38,593",Paul Devlin,"USA, Georgia",tt0358647,"https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",75,"English, Georgian",N/A,189,86 min,TRUE,Power Trip,Documentary,movie,"Dennis Bakke, Piers Lewis, Butch Mederos, Bill O'Reilly",4 wins & 1 nomination.,7.5,UNRATED,2-May-03,data/Movie_Poster_Dataset/2003/tt0358647.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
528,"60,019",Liz Garbus,USA,tt0368745,"https://m.media-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",69,English,N/A,401,82 min,TRUE,Girlhood,"Documentary, Crime",movie,N/A,4 wins.,7.3,N/A,31-Oct-03,data/Movie_Poster_Dataset/2003/tt0368745.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
529,null,Danny Provenzano,USA,tt0338497,"https://m.media-amazon.com/images/M/MV5BMjEzODA3MDcxMl5BMl5BanBnXkFtZTgwODgxNDk3NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",36,English,"Ted A. Bohus, Danny Provenzano",501,100 min,TRUE,This Thing of Ours,"Crime, Drama",movie,"Frank Vincent, Vincent Pastore, Louis Vanaria, Christian Maelen",N/A,5.4,NOT RATED,N/A,data/Movie_Poster_Dataset/2003/tt0338497.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"35,518",Thom Fitzgerald,"Canada, USA",tt0314039,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg",42,English,"Thom Fitzgerald, Steven Hillyer, Tim Marback",915,110 min,TRUE,The Event,Drama,movie,"Joanna Adler, Chris Barry, Walter Borden, Ray Brimicombe",9 wins & 4 nominations.,6.3,R,13-Feb-04,data/Movie_Poster_Dataset/2003/tt0314039.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532,"34,514","Ted Demme, Richard LaGravenese",USA,tt0342275,"https://m.media-amazon.com/images/M/MV5BN2U1YzdhYWMtZWUzMi00OWI1LWFkM2ItNWVjM2YxMGQ2MmNhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg",67,English,N/A,"2,131",138 min,TRUE,A Decade Under the Influence,Documentary,movie,"Robert Altman, John G. Avildsen, Warren Beatty, Linda Blair",Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.,7.6,R,19-Jan-03,data/Movie_Poster_Dataset/2003/tt0342275.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
535,null,Jean-Claude La Marre,USA,tt0339091,"https://m.media-amazon.com/images/M/MV5BZjU0Yzk2MzEtMjAzYy00MzY0LTg2YmItM2RkNzdkY2ZhN2JkXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,Jean-Claude La Marre,860,94 min,TRUE,Gang of Roses,"Action, Drama, Western",movie,"Monica Calhoun, Lil' Kim, Stacey Dash, Marie Matiko",N/A,2.2,R,10-Oct-03,data/Movie_Poster_Dataset/2003/tt0339091.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
537,null,Olias Barco,"France, Switzerland",tt0310164,"https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,French,"Olias Barco (scenario), Julien Sax (scenario), Paolo Rota (scenario), Juliette Goudot (scenario collaborator)",510,110 min,TRUE,Snowboarder,"Crime, Drama, Sport",movie,"Nicolas Duvauchelle, Grégoire Colin, Juliette Goudot, Jean-Philippe Écoffey",N/A,3.5,N/A,2-Apr-03,data/Movie_Poster_Dataset/2003/tt0310164.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,"6,212,170",Coline Serreau,France,tt0271337,"https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,"French, English",Coline Serreau,483,90 min,TRUE,18 ans après,"Comedy, Romance",movie,"André Dussollier, Michel Boujenah, Roland Giraud, Madeleine Besson",N/A,4.6,N/A,5-Feb-03,data/Movie_Poster_Dataset/2003/tt0271337.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
539,null,Bobby Roth,USA,tt0374600,"https://m.media-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,Christopher Canaan,395,86 min,TRUE,A Date with Darkness: The Trial and Capture of Andrew Luster,Drama,movie,"Jason Gedrick, Marla Sokoloff, Lisa Edelstein, Sarah Carter",2 nominations.,5.8,TV-14,11-Aug-03,data/Movie_Poster_Dataset/2003/tt0374600.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
540,"16,148",Kevin Mukherji,USA,tt0212142,"https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,N/A,42,90 min,TRUE,American Storytellers,Documentary,movie,"John McNaughton, Harold Ramis, John Sayles, Forest Whitaker",N/A,7.6,N/A,11-Apr-03,data/Movie_Poster_Dataset/2003/tt0212142.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
543,"2,920,252",Yôjirô Takita,Japan,tt0383543,"https://m.media-amazon.com/images/M/MV5BYTRkMDRiYmEtNGM4YS00NzM3LWI4MTMtYzk1MmVjMjM3ODg1XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg",N/A,Japanese,"Itaru Era, Yôjirô Takita, Baku Yumemakura",386,112 min,TRUE,Onmyoji 2,"Action, Fantasy",movie,"Mansai Nomura, Hideaki Itô, Kiichi Nakai, Kyoko Fukada",1 nomination.,6.3,N/A,4-Oct-03,data/Movie_Poster_Dataset/2003/tt0383543.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
545,null,Peter Rosen,USA,tt0396087,"https://m.media-amazon.com/images/M/MV5BMDUyZWU5N2UtOWFlMy00MTI0LTk0ZDYtMzFhNjljODBhZDA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY98_CR1,0,67,98_AL_.jpg",N/A,English,"Solomon Volkov, Bill van Horn",36,83 min,TRUE,Khachaturian,"Documentary, Biography, Music",movie,"Eric Bogosian, Aram Khachaturyan",1 win & 1 nomination.,8.5,N/A,17-Oct-03,data/Movie_Poster_Dataset/2003/tt0396087.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
547,null,Tara Judelle,USA,tt0282718,"https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,Tara Judelle,211,95 min,TRUE,Manfast,"Comedy, Romance",movie,"Lala Sloatman, Jeremy Sisto, Jenny Judelle, Klea Scott",1 win.,3.6,R,30-Apr-03,data/Movie_Poster_Dataset/2003/tt0282718.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
548,"8,058",Alan Hruska,USA,tt0317950,"https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",26,English,Alan Hruska,331,97 min,TRUE,Nola,"Comedy, Romance",movie,"Emmy Rossum, Steven Bauer, James Badge Dale, Thom Christopher",N/A,5.5,R,8-May-03,data/Movie_Poster_Dataset/2003/tt0317950.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549,"7,221",Ben Coccio,USA,tt0365960,"https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg",69,English,"Ben Coccio, Christopher Coccio","3,141",92 min,TRUE,Zero Day,Drama,movie,"Cal Robertson, Andre Keuck, Serataren Adragna, Melissa Banks",7 wins & 1 nomination.,7.4,UNRATED,23-Jan-04,data/Movie_Poster_Dataset/2003/tt0365960.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
550,null,Gavin Grazer,USA,tt0286947,"https://m.media-amazon.com/images/M/MV5BMTUyMjQ1MTY5OV5BMl5BanBnXkFtZTcwNzY5NjExMw@@._V1_UY98_CR1,0,67,98_AL_.jpg",N/A,English,"Joe Wein, Joe Wein (story), Max Wein (story)","5,423",95 min,TRUE,Scorched,"Comedy, Crime",movie,"Alicia Silverstone, Rachael Leigh Cook, Woody Harrelson, John Cleese",N/A,6,PG-13,9-May-03,data/Movie_Poster_Dataset/2003/tt0286947.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
551,"40,289",Azita Zendel,USA,tt0349238,"https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",21,English,Azita Zendel,34,92 min,TRUE,Controlled Chaos,"Comedy, Drama",movie,"Amy Blomquist, Don Hughes, Erik Engstrom, Charley King",N/A,6.9,R,10-Oct-07,data/Movie_Poster_Dataset/2003/tt0349238.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
552,null,Tiffany Shlain,USA,tt0343978,"https://m.media-amazon.com/images/M/MV5BOWM4NTY2NTMtZDZlZS00NTgyLWEzZDMtODE3ZGI1MzI3ZmU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR1,0,67,98_AL_.jpg",N/A,English,"Xandra Castleton, Maya Draisin, Tiffany Shlain",53,14 min,TRUE,"Life, Liberty & the Pursuit of Happiness","Documentary, Short",movie,"Liz Marks, Sarah Mueller, Marcus Berry, Mark Pauline",3 wins & 1 nomination.,7.6,N/A,1-Jan-03,data/Movie_Poster_Dataset/2003/tt0343978.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
553,null,Elia Zois,USA,tt0191211,"https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",16,English,"Christ Zois, Elia Zois",41,90 min,TRUE,Jersey Guy,"Comedy, Drama",movie,"Steve Parlavecchio, Arthur J. Nascarella, Stacie Mistysyn, Ralph Caputo",N/A,4.7,R,25-Apr-03,data/Movie_Poster_Dataset/2003/tt0191211.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
554,null,Bob Odenkirk,USA,tt0323633,"https://m.media-amazon.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,"Michael Blieden (play), Michael Blieden (screenplay)","1,924",83 min,TRUE,Melvin Goes to Dinner,"Comedy, Drama, Romance",movie,"Michael Blieden, Stephanie Courtney, Matt Price, Annabelle Gurwitch",5 wins & 9 nominations.,7.2,R,4-Dec-03,data/Movie_Poster_Dataset/2003/tt0323633.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
555,null,Nathan Smith Jones,USA,tt0339921,"https://m.media-amazon.com/images/M/MV5BYmIzYmY4MGItM2I4YS00OWZhLWFmMzQtYzI2MWY1MmM3NGU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",N/A,English,"Nathan Smith Jones, Dan Merkley",101,77 min,TRUE,The Work and the Story,Comedy,movie,"Nathan Smith Jones, Jen Hoskins, Eric Artell, Dan Merkley",N/A,4.8,N/A,15-Aug-03,data/Movie_Poster_Dataset/2003/tt0339921.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
556,null,Klaus Toft,Australia,tt0402398,"https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,N/A,Klaus Toft,5,56 min,TRUE,The Navigators: Baudin vs Flinders,N/A,movie,N/A,2 nominations.,5.6,N/A,N/A,data/Movie_Poster_Dataset/2003/tt0402398.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
557,"1,225",Bret Wood,USA,tt0372321,"https://m.media-amazon.com/images/M/MV5BYzU1YWUzNjYtNmVhZi00ODUyLTg4M2ItMTFlMmU1Mzc5OTE5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",N/A,English,Bret Wood,166,91 min,TRUE,Hell's Highway: The True Story of Highway Safety Films,"Documentary, History",movie,"Richard Anderson, Sonny Bono, John F. Butler, Hans Conried",N/A,7,N/A,27-Jun-03,data/Movie_Poster_Dataset/2003/tt0372321.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,null,Dan Patton,USA,tt0302018,"https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,Dan Patton,22,85 min,TRUE,Wash Dry and Spin Out,Drama,movie,"Zoska Aleece, Nicole Areu, Randy Danner, Angelito Felix",N/A,5.1,UNRATED,20-Jun-03,data/Movie_Poster_Dataset/2003/tt0302018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
560,null,Nina Gilden Seavey,"USA, Japan",tt0319029,"https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",49,English,N/A,34,98 min,TRUE,The Ballad of Bering Strait,"Documentary, Music",movie,"Alexei Arzamastsev, Natasha Borzilova, Andrei Missikhin, Sergei 'Spooky' Olkhovsky",N/A,7.6,N/A,19-Feb-03,data/Movie_Poster_Dataset/2003/tt0319029.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
562,"652,177,271",Colin Trevorrow,"USA, Japan",tt0369610,"https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UX67_CR0,0,67,98_AL_.jpg",59,English,"Rick Jaffa (screenplay), Amanda Silver (screenplay), Colin Trevorrow (screenplay), Derek Connolly (screenplay), Rick Jaffa (story), Amanda Silver (story), Michael Crichton (characters)","380,404",124 min,TRUE,Jurassic World,"Action, Adventure, Sci-Fi",movie,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio",3 wins & 48 nominations.,7.1,PG-13,12-Jun-15,data/Movie_Poster_Dataset/2015/tt0369610.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,"458,991,599",Joss Whedon,USA,tt2395427,"https://m.media-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",66,English,"Joss Whedon, Stan Lee (Marvel comics), Jack Kirby (Marvel comics)","401,155",141 min,TRUE,Avengers: Age of Ultron,"Action, Adventure, Sci-Fi",movie,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",2 wins & 25 nominations.,7.5,PG-13,1-May-15,data/Movie_Poster_Dataset/2015/tt2395427.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
564,"356,454,367","Pete Docter, Ronnie Del Carmen",USA,tt2096673,"https://m.media-amazon.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",94,English,"Pete Docter (original story by), Ronnie Del Carmen (original story by), Pete Docter (screenplay), Meg LeFauve (screenplay), Josh Cooley (screenplay)","287,471",95 min,TRUE,Inside Out,"Animation, Adventure, Comedy",movie,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader",Won 1 Oscar. Another 73 wins & 86 nominations.,8.3,PG,19-Jun-15,data/Movie_Poster_Dataset/2015/tt2096673.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
565,"350,034,110",James Wan,"USA, Japan, China",tt2820852,"https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",67,English,"Chris Morgan, Gary Scott Thompson (characters)","260,137",137 min,TRUE,Furious 7,"Action, Crime, Thriller",movie,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez",Nominated for 1 Golden Globe. Another 15 wins & 18 nominations.,7.3,PG-13,3-Apr-15,data/Movie_Poster_Dataset/2015/tt2820852.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
566,"336,029,560","Kyle Balda, Pierre Coffin",USA,tt2293640,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",56,"English, Spanish",Brian Lynch,"124,840",91 min,TRUE,Minions,"Animation, Comedy, Family",movie,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney",Nominated for 1 BAFTA Film Award. Another 13 nominations.,6.5,PG,10-Jul-15,data/Movie_Poster_Dataset/2015/tt2293640.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
567,"281,666,058",Francis Lawrence,"USA, Germany",tt1951266,"https://m.media-amazon.com/images/M/MV5BMTU3MDc2MjUwMV5BMl5BanBnXkFtZTcwNzQyMDAzMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",65,English,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)","97,247",137 min,TRUE,The Hunger Games: Mockingjay - Part 2,"Adventure, Sci-Fi",movie,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",9 nominations.,6.9,PG-13,20-Nov-15,data/Movie_Poster_Dataset/2015/tt1951266.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,"228,430,993",Ridley Scott,"USA, UK",tt3659388,"https://m.media-amazon.com/images/M/MV5BOGY1M2MwOTEtZDIyNi00YjNlLWExYmEtNzBjOGI3N2QzNTg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",80,"English, Mandarin","Drew Goddard (screenplay), Andy Weir (book)","383,169",144 min,TRUE,The Martian,"Adventure, Drama, Sci-Fi",movie,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels",Nominated for 7 Oscars. Another 31 wins & 161 nominations.,8.1,PG-13,2-Oct-15,data/Movie_Poster_Dataset/2015/tt3659388.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
569,"200,074,175",Sam Mendes,"UK, USA",tt2379713,"https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",60,"English, Spanish, Italian, German, French","John Logan (screenplay), Neal Purvis (screenplay), Robert Wade (screenplay), Jez Butterworth (screenplay), John Logan (story), Neal Purvis (story), Robert Wade (story), Ian Fleming (characters)","247,144",148 min,TRUE,Spectre,"Action, Adventure, Thriller",movie,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",Won 1 Oscar. Another 7 wins & 22 nominations.,6.9,PG-13,6-Nov-15,data/Movie_Poster_Dataset/2015/tt2379713.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
570,"195,000,874",Christopher McQuarrie,"USA, China",tt2381249,"https://m.media-amazon.com/images/M/MV5BMTg5Mjk2NDMtZTk0Ny00YTQ0LWIzYWEtMWI5MGQ0Mjg1OTNkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",75,"English, Swedish, German","Christopher McQuarrie (screenplay), Christopher McQuarrie (story), Drew Pearce (story), Bruce Geller (television series)","207,337",131 min,TRUE,Mission: Impossible - Rogue Nation,"Action, Adventure, Thriller",movie,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson",2 wins & 12 nominations.,7.5,PG-13,31-Jul-15,data/Movie_Poster_Dataset/2015/tt2381249.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
